"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1930";"1";"8.0";"4";"GBR";"Bentley Motors Limited";"GBR|GBR";"Woolf Barnato|Glen Kidston";"Bentley Speed Six";"Bentley 6.6L S6";"Dunlop";"179";"2930.663";"";""
"1930";"2";"8.0";"2";"GBR";"Bentley Motors Limited";"GBR|GBR";"Frank Clement|Dick Watney";"Bentley Speed Six";"Bentley 6.6L S6";"Dunlop";"173";"2832.483";"";""
"1930";"3";"3.0";"15";"GBR";"Arthur W. Fox & Charles Nicholl Ltd.";"GBR|GBR";"Brian Lewis, Baron Essendon|Hugh Eaton";"Talbot 90";"Talbot 2.3L S4";"Dunlop";"162";"2651.977";"";""
"1930";"4";"3.0";"16";"GBR";"Arthur W. Fox & Charles Nicholl Ltd.";"GBR|GBR";"Tim Rose-Richards|Johnny Hindmarsh";"Talbot 90";"Talbot 2.3L S4";"Dunlop";"160";"2625.494";"";""
"1930";"5";"2.0";"23";"GBR";"Lord Howe (private entrant)";"GBR|GBR";"Francis Curzon, Earl Howe|Leslie Callingham";"Alfa Romeo 6C-1750 Super Sport";"Alfa Romeo 1.8L S6 supercharged";"Dunlop";"159";"2607.661";"";""
"1930";"6";"1.5";"24";"GBR";"Lea-Francis Limited";"GBR|GBR";"Kenneth Peacock|Sammy Newsome";"Lea-Francis Hyper S";"Meadows 1.5L S4 supercharged";"Dunlop";"140";"2291.886";"";""
"1930";"7";"1.5";"25";"FRA";"Mme. Marguerite Mareuse (private entrant)";"FRA|FRA";"Mme Marguerite Mareuse|Mme Odette Siko";"Bugatti T40";"Bugatti 1.5L S4";"Englebert";"132";"2164.701";"";""
"1930";"8";"1.1";"27";"FRA";"SA des Automobiles Tracta";"FRA|FRA";"Jean-Albert Grégoire|Fernand Vallon";"Tracta Type A";"S.C.A.P. 1.0L S4";"Dunlop";"128";"2102.879";"";""
"1930";"9";"1.1";"26";"FRA";"SA des Automobiles Tracta";"FRA|FRA";"Roger Bourcier|Louis Debeugny";"Tracta Type A";"S.C.A.P. 1.0L S4";"Dunlop";"123";"2013.593";"";""
"1930";"DNF";"5.0";"8";"GBR";"Honourable Miss Dorothy Paget";"GBR|ITA";"Dr. Dudley Benjafield|Giulio Ramponi";"Bentley 4½ Litre 'Blower'";"Bentley 4.4L S4 supercharged";"Dunlop";"144";"2355.840";"";"Engine (piston)"
"1930";"DNF";"5.0";"9";"GBR";"Honourable Miss Dorothy Paget";"GBR|FRA";"Sir Henry ""Tim"" Birkin|Jean Chassagne";"Bentley 4½ Litre 'Blower'";"Bentley 4.4L S4 supercharged";"Dunlop";"138";"2257.680";"";"Engine (connecting rod)"
"1930";"DNF";"8.0";"1";"DEU";"Rudolf Caracciola (private entrant)";"DEU|DEU";"Rudolf Caracciola|Christian Werner";"Mercedes-Benz SSK";"Mercedes-Benz 7.1L supercharged S6";"Dunlop";"85";"1357.800";"";"Flat battery"
"1930";"DNF";"1.1";"28";"GBR";"Huskinson & Fane Limited (private entrant)";"GBR|GBR";"Robert Murton-Neale|Jack Hicks";"MG Midget M";"MG 0.8L S4";"Dunlop";"82";"1341.520";"";"Engine (crankshaft lubrication)"
"1930";"DNF";"8.0";"6";"USA";"Richard Averell Parke (private entrant)";"FRA|FRA";"Philippe de Rothschild|Edmond Bourlier";"Stutz Model M Blackhawk";"Stutz 5.4L S8";"Dunlop";"42";"687.120";"";"Rear axle broken"
"1930";"DNF";"8.0";"5";"FRA";"Édouard Brisson (private entrant)";"FRA|FRA";"Édouard Brisson|Louis Rigal";"Stutz Model M Blackhawk";"Stutz 5.4L S8";"Dunlop";"34";"556.240";"";"Fire (after escape damaged between Hippodrome and Mulsanne)"
"1930";"DNF";"1.1";"29";"GBR";"Sir Francis Samuelson (private entrant)";"GBR|GBR";"Francis Samuelson|Fred Kindell";"MG Midget M";"MG 0.8L S4";"Dunlop";"28";"458.080";"";"Lubrication, oil filter"
"1930";"DNF";"8.0";"3";"GBR";"Bentley Motors Limited";"GBR|GBR";"Sammy Davis|Clive Dunfee";"Bentley Speed Six";"Bentley 6.6L S6";"Dunlop";"21";"343.560";"";"Accident (at Pontelieue)"
"1930";"DNS";"1.5";"20";"FRA";"Bollack, Netter et Cie";"FRA|FRA";"Charles Charrier|f.n.u. Joucia";"B.N.C. Vedette AER";"B.N.C. 1.5L S4";"Dunlop";"0";"0.0";"";"Car failed to start"
"1930";"DNS";"5.0";"7";"GBR";"Honourable Miss Dorothy Paget";"GBR|GBR";"Beris Harcourt-Wood|Jack Dunfee";"Bentley 4½ Litre 'Blower'";"Bentley 4.4L S4 supercharged";"Dunlop";"0";"0.0";"";"Fuel problem, cylinder overheating"
