"Year";"Pos";"Class";"No";"TeamCtry";"Team";"DrCtry";"Drivers";"Chassis";"Engine";"Tyres";"Laps";"Distance";"Time";"Reason"
"1931";"1";"3.0";"16";"GBR";"Lord Howe (private entrant)";"GBR|GBR";"Francis Curzon, Earl Howe|Sir Henry ""Tim"" Birkin";"Alfa Romeo 8C 2300 LM";"Alfa Romeo 2.3L Supercharged S8";"Dunlop";"184";"3017.654";"";""
"1931";"2";"8.0";"1";"FRA";"Boris Ivanowski";"RUS|FRA";"Boris Ivanowski|Henri Stoffel";"Mercedes-Benz SSK";"Mercedes-Benz 7.1L Supercharged S6";"Englebert";"177";"2905.139";"";""
"1931";"3";"3.0";"11";"GBR";"Arthur W. Fox & Charles Nicholl";"GBR|GBR";"Tim Rose-Richards|Owen Saunders-Davies";"Talbot AV105";"Talbot 3.0L S6";"Dunlop";"173";"2837.398";"";""
"1931";"4";"5.0";"9";"FRA";"Henri Trébort";"FRA|FRA";"Henri Trébort|Louis Balart";"Lorraine-Dietrich B3-6";"Lorraine-Dietrich 3.4L S6";"Dunlop";"150";"2452.692";"";""
"1931";"5";"1.5";"25";"GBR";"Aston Martin";"GBR|GBR";"A C Bertelli|Maurice Harvey";"Aston Martin 1½ International";"Aston Martin 1.5L S4";"Dunlop";"139";"2286.393";"";""
"1931";"6";"1.1";"29";"FRA";"Yves Giraud-Cabantous";"FRA|FRA";"Just-Émile Vernet|Fernand Vallon";"Caban Spéciale";"Ruby 1.1L S4";"Dunlop";"128";"2092.185";"";""
"1931";"DSQ";"750";"31";"GBR";"Francis Samuelson";"GBR|GBR";"F.H.B. Samuelson|Freddy Kindell";"MG C-type Midget";"MG 0.7L Supercharged S4";"";"0";"0.0";"";"Last lap too slow"
"1931";"DSQ";"1.1";"27";"FRA";"M. de Ricou";"FRA|FRA";"Gustave Duverne|Robert Girod";"B.N.C.";"B.N.C. 1.1L S4";"";"111";"1813.740";"";"Refuelling too early"
"1931";"DSQ";"1.5";"22";"FRA";"Mme. Marguerite Mareuse (private entrant)";"FRA|FRA";"Mme Marguerite Mareuse|Mme Odette Siko";"Bugatti Type 40";"Bugatti 1.5L S4";"";"45";"735.300";"";"Refuelling too early"
"1931";"DNF";"3.0";"10";"GBR";"Arthur W. Fox & Charles Nicholl";"GBR|GBR";"Brian Lewis, Baron Essendon|Johnny Hindmarsh";"Talbot AV105";"Talbot 3.0L S6";"Dunlop";"132";"2159.520";"";"Chassis (broken)"
"1931";"DNF";"1.5";"26";"GBR";"Aston Martin";"GBR|GBR";"Sammy Newsome|Kenneth Peacock";"Aston Martin 1½ International";"Aston Martin 1.5L S4";"Dunlop";"126";"2045.000";"";"Bodywork"
"1931";"DNF";"1.5";"24";"GBR";"Aston Martin";"GBR|GBR";"Humphrey W. Cook|Jack Bezzant";"Aston Martin 1½ International";"Aston Martin 1.5L S4";"Dunlop";"111";"1815.960";"";"Bodywork"
"1931";"DNF";"3.0";"14";"ITA";"Soc. Anon. Alfa Romeo";"ITA|ITA";"Goffredo Zehender|Attilio Marinoni";"Alfa Romeo 8C 2300";"Alfa Romeo 2.3L S8";"Dunlop";"99";"1619.440";"";"Accident"
"1931";"DNF";"1.5";"23";"FRA";"Jean Sébilleau";"FRA|FRA";"Jean Sébilleau|Georges Delaroche";"Bugatti Type 40";"Bugatti 1.5L S4";"";"96";"1570.560";"";"Clutch"
"1931";"DNF";"3.0";"12";"GBR";"Richard Ormonde Shuttleworth";"GBR|GBR";"Peter Hope-Johnson|Jack H. Barlett";"Arrol-Aster";"Arrol-Aster 2.4L S6";"";"95";"1554.200";"";"Ignition"
"1931";"DNF";"1.1";"28";"FRA";"Yves Giraud-Cabantous";"FRA|FRA";"Roger Labric|Yves Giraud-Cabantous";"Caban Spéciale";"Ruby 1.1L S4";"Dunlop";"89";"1456.040";"";"Fuel feed"
"1931";"DNF";"1.1";"30";"FRA";"Lombard";"FRA|FRA";"Charles Cherrier|Camille Royer";"Lombard";"Lombard 1.1L S4";"";"45";"736.200";"";"Oil presure"
"1931";"DNF";"750";"32";"GBR";"Hon. Mrs. Chetwynd";"GBR|GBR";"Mrs. Joan Chetwynd|Mrs. H.H. Stisted";"MG C-type Midget";"MG 0.7L Supercharged S4";"";"30";"480.800";"";"Distribution"
"1931";"DNF";"5.0";"7";"GBR";"Anthony Bevan";"GBR|GBR";"Anthony Bevan|Mike Couper";"Bentley 4½";"Bentley 4.4L S4";"";"29";"474.440";"";"Distribution"
"1931";"DNF";"5.0";"5";"FRA";"Equipe Bugatti";"FRA|FRA";"Albert Divo|Guy Bouriat";"Bugatti Type 50S";"Bugatti 5.0L Supercharged S8";"Michelin";"26";"425.160";"";"Withdrawal after affident with car #6"
"1931";"DNF";"5.0";"4";"FRA";"Equipe Bugatti";"ITA|MCO";"Achille Varzi|Louis Chiron";"Bugatti Type 50S";"Bugatti 5.0L Supercharged S8";"Michelin";"24";"392.640";"";"Withdrawal after affident with car #7"
"1931";"DNF";"3.0";"19";"FRA";"Antoine Schumann";"FRA|FRA";"Pierre Louis-Dreyfus (""Heldé"")|Mariette Delangle";"Bugatti Type 43";"Bugatti 2.3L S8";"";"22";"359.920";"";"Transmission"
"1931";"DNF";"5.0";"6";"FRA";"Equipe Bugatti";"ITA|FRA";"Count Caberto Conelli|Maurice Rost";"Bugatti Type 50S";"Bugatti 4.9L Supercharged S8";"Michelin";"20";"327.200";"";"Accident (death of a spectator, injured driver and 4 other people)"
"1931";"DNF";"8.0";"3";"FRA";"Édouard Brisson (private entrant)";"FRA|ITA";"Édouard Brisson|Joseph Cattaneo";"Stutz DV32";"Stutz 5.3L Supercharged S8";"";"19";"310.840";"";"Engine (connecting rod)"
